"datetime","main.aqi","co","no","no2","o3","so2","pm2_5","pm10","nh3","coord.lon","coord.lat","extraction_date_time","city_name"
"2023-11-10 12:01:44+08:00",1.0,277.04,0.06,0.47,50.78,0.29,4.89,5.53,1.6,124.2464,7.2236,"2023-11-10 12:01:44.229758+08:00","Cotabato"
"2023-11-10 12:01:46+08:00",2.0,211.95,0.04,0.27,60.8,0.14,2.08,2.76,0.74,121.5047,17.7061,"2023-11-10 12:01:46.367038+08:00","Dagupan"
"2023-11-10 12:01:47+08:00",2.0,178.58,0.12,0.71,80.11,1.97,4.29,6.4,0.33,124.0272,10.5208,"2023-11-10 12:01:48.292897+08:00","Danao"
"2023-11-10 12:01:50+08:00",2.0,220.3,0.23,1.54,70.81,3.58,4.51,6.47,2.01,123.9469,10.2706,"2023-11-10 12:01:50.395119+08:00","Dapitan"
"2023-11-10 12:01:51+08:00",3.0,527.38,0.62,8.82,134.47,19.31,23.91,30.89,4.88,120.9367,14.3294,"2023-11-10 12:01:51.962946+08:00","Dasmariñas"
"2023-11-10 12:01:53+08:00",1.0,287.06,0.28,6.26,34.69,1.88,3.76,4.48,1.08,125.6128,7.0731,"2023-11-10 12:01:54.197804+08:00","Davao"
"2023-11-10 12:01:56+08:00",1.0,223.64,0.06,0.91,41.49,0.39,1.96,2.3,0.84,125.3572,6.7497,"2023-11-10 12:01:56.741270+08:00","Digos"
"2023-11-10 12:01:58+08:00",1.0,193.6,0.05,0.37,51.5,0.45,1.11,1.32,0.21,123.3414,8.5894,"2023-11-10 12:01:58.560290+08:00","Dipolog"
"2023-11-10 12:02:00+08:00",1.0,183.58,0.08,0.43,57.94,0.77,1.99,2.44,0.57,123.3081,9.3103,"2023-11-10 12:02:00.288793+08:00","Dumaguete"
"2023-11-10 12:02:01+08:00",2.0,283.72,0.06,0.78,73.67,1.01,8.6,9.27,1.24,124.5225,8.5631,"2023-11-10 12:02:02.201120+08:00","El Salvador"
"2023-11-10 12:02:03+08:00",2.0,201.94,0.08,0.56,70.1,0.9,4.36,7.43,0.47,123.4992,10.8403,"2023-11-10 12:02:03.904433+08:00","Escalante"
"2023-11-10 12:02:05+08:00",2.0,313.76,0.21,1.48,85.12,1.31,8.39,10.74,2.76,120.9464,15.3072,"2023-11-10 12:02:05.870236+08:00","Gapan"
"2023-11-10 12:02:08+08:00",1.0,211.95,0.03,0.84,33.26,0.34,1.11,1.39,0.95,125.1717,6.1128,"2023-11-10 12:02:08.627598+08:00","General Santos"
"2023-11-10 12:02:10+08:00",3.0,527.38,0.62,8.82,134.47,19.31,23.91,30.89,4.88,120.8817,14.3869,"2023-11-10 12:02:10.389867+08:00","General Trias"
"2023-11-10 12:02:11+08:00",1.0,178.58,0.03,0.22,49.35,0.09,0.5,0.74,0.17,125.1167,8.8333,"2023-11-10 12:02:11.864505+08:00","Gingoog City"
"2023-11-10 12:02:14+08:00",3.0,360.49,0.17,1.84,115.87,2.65,22.25,25.29,6.65,122.8706,10.0989,"2023-11-10 12:02:15.031613+08:00","Himamaylan"
"2023-11-10 12:02:16+08:00",2.0,323.77,0.09,1.24,68.67,0.34,7.67,9.16,2.79,121.8892,17.1485,"2023-11-10 12:02:16.494857+08:00","Ilagan"
"2023-11-10 12:02:18+08:00",3.0,350.48,0.12,1.97,100.14,3.25,14.18,15.48,1.73,124.4,8.25,"2023-11-10 12:02:18.602790+08:00","Iligan City"
"2023-11-10 12:02:21+08:00",1.0,223.64,0.16,0.72,55.79,0.59,3.67,4.36,1.28,122.55,10.75,"2023-11-10 12:02:21.274311+08:00","Iloilo City"
"2023-11-10 12:02:23+08:00",5.0,1668.93,1.59,34.96,223.16,32.9,104.41,132.26,13.43,120.9367,14.4297,"2023-11-10 12:02:23.485312+08:00","Imus"
"2023-11-10 12:02:24+08:00",1.0,205.28,0.04,0.84,49.35,10.01,3.49,4.22,0.81,123.4167,13.4167,"2023-11-10 12:02:25.005410+08:00","Iriga City"
"2023-11-10 12:02:26+08:00",2.0,273.71,0.25,2.08,82.97,2.33,6.7,8.74,4.02,122.9888,10.2048,"2023-11-10 12:02:27.635296+08:00","Isabela"
"2023-11-10 12:02:29+08:00",2.0,320.44,0.22,2.01,75.1,1.25,20.7,22.44,3.58,122.8122,9.9889,"2023-11-10 12:02:29.934241+08:00","Kabankalan"
"2023-11-10 12:02:31+08:00",3.0,734.33,0.12,14.4,60.08,3.37,28.72,32.12,21.03,125.0894,7.0083,"2023-11-10 12:02:31.252186+08:00","Kidapawan"
"2023-11-10 12:02:33+08:00",1.0,303.75,0.07,1.44,43.99,0.38,4.3,4.99,2.22,124.8469,6.5031,"2023-11-10 12:02:33.232753+08:00","Koronadal"
"2023-11-10 12:02:35+08:00",2.0,198.6,0.14,0.86,65.8,1.4,2.97,4.22,0.63,122.9208,10.4233,"2023-11-10 12:02:35.397514+08:00","La Carlota"
"2023-11-10 12:02:36+08:00",1.0,210.29,0.07,1.2,42.56,0.81,2.72,2.96,0.48,125.7022,6.0872,"2023-11-10 12:02:36.972816+08:00","Lamitan"
"2023-11-10 12:02:38+08:00",2.0,263.69,0.06,0.4,70.1,0.35,6.58,7.59,1.84,120.5936,18.1989,"2023-11-10 12:02:38.928314+08:00","Laoag"
"2023-11-10 12:02:41+08:00",2.0,220.3,0.23,1.54,70.81,3.58,4.51,6.47,2.01,123.9494,10.3103,"2023-11-10 12:02:41.368770+08:00","Lapu-Lapu City"
"2023-11-10 12:02:42+08:00",5.0,1668.93,1.59,34.96,223.16,32.9,104.41,132.26,13.43,120.9828,14.4506,"2023-11-10 12:02:42.930392+08:00","Las Piñas"
"2023-11-10 12:02:45+08:00",1.0,206.95,0.1,0.7,48.64,9.3,3.28,4.11,0.31,123.7333,13.1333,"2023-11-10 12:02:45.524364+08:00","Legazpi City"
"2023-11-10 12:02:47+08:00",1.0,205.28,0.06,0.38,48.64,9.78,3.65,4.27,0.48,123.5325,13.2403,"2023-11-10 12:02:47.351425+08:00","Ligao"
"2023-11-10 12:02:49+08:00",2.0,233.65,0.19,1.46,89.41,1.77,3.13,5.92,1.84,121.1667,13.95,"2023-11-10 12:02:49.642633+08:00","Lipa City"
"2023-11-10 12:02:51+08:00",1.0,213.62,0.09,0.49,50.07,0.35,3.08,3.68,1.09,122.5967,10.8794,"2023-11-10 12:02:51.506625+08:00","Lucena"
"2023-11-10 12:02:52+08:00",1.0,213.62,0.09,0.49,50.07,0.35,3.08,3.68,1.09,122.4347,10.8925,"2023-11-10 12:02:53.318048+08:00","Maasin"
"2023-11-10 12:02:55+08:00",2.0,223.64,0.08,0.76,70.1,0.28,2.0,3.4,0.88,120.5736,15.2216,"2023-11-10 12:02:56.090963+08:00","Mabalacat City"
"2023-11-10 12:02:58+08:00",4.0,1508.71,3.16,42.5,138.76,37.19,55.2,71.55,16.97,121.0327,14.5503,"2023-11-10 12:02:58.428567+08:00","Makati City"
"2023-11-10 12:03:00+08:00",2.0,220.3,0.05,0.66,73.67,1.59,3.42,5.31,0.53,119.9379,15.6361,"2023-11-10 12:03:00.700480+08:00","Malabon"
"2023-11-10 12:03:02+08:00",1.0,176.91,0.04,0.55,41.84,0.21,0.5,0.77,0.94,125.0833,8.15,"2023-11-10 12:03:02.797132+08:00","Malaybalay"
"2023-11-10 12:03:05+08:00",2.0,223.64,0.24,1.3,69.38,1.46,1.84,4.12,1.54,120.8117,14.8419,"2023-11-10 12:03:05.488925+08:00","Malolos"
"2023-11-10 12:03:07+08:00",4.0,1508.71,3.16,42.5,138.76,37.19,55.2,71.55,16.97,121.0409,14.5832,"2023-11-10 12:03:07.803270+08:00","Mandaluyong City"
"2023-11-10 12:03:09+08:00",2.0,220.3,0.23,1.54,70.81,3.58,4.51,6.47,2.01,123.9333,10.3333,"2023-11-10 12:03:09.537143+08:00","Mandaue City"
"2023-11-10 12:03:12+08:00",2.0,323.77,0.43,4.5,86.55,6.44,5.44,11.75,3.01,120.9822,14.6042,"2023-11-10 12:03:12.269314+08:00","Manila"
"2023-11-10 12:03:13+08:00",2.0,410.56,0.18,2.42,57.22,1.1,17.9,19.57,4.88,124.2928,7.9986,"2023-11-10 12:03:13.856382+08:00","Marawi"
"2023-11-10 12:03:16+08:00",1.0,178.58,0.08,1.1,52.93,1.04,0.84,1.4,0.11,125.4708,9.7339,"2023-11-10 12:03:16.359036+08:00","Mati"
"2023-11-10 12:03:18+08:00",2.0,323.77,0.43,4.5,86.55,6.44,5.44,11.75,3.01,120.9608,14.7369,"2023-11-10 12:03:18.376991+08:00","Meycauayan"
"2023-11-10 12:03:20+08:00",2.0,277.04,0.14,1.05,72.24,0.64,6.36,7.86,1.96,120.9031,15.7161,"2023-11-10 12:03:20.914422+08:00","Muñoz"
"2023-11-10 12:03:22+08:00",2.0,188.59,0.03,0.21,60.08,3.25,1.75,2.48,0.18,123.1814,13.6192,"2023-11-10 12:03:23.039739+08:00","Naga"
"2023-11-10 12:03:25+08:00",2.0,323.77,0.43,4.5,86.55,6.44,5.44,11.75,3.01,120.95,14.6667,"2023-11-10 12:03:25.552841+08:00","Navotas"
"2023-11-10 12:03:26+08:00",2.0,240.33,0.1,0.95,79.39,2.03,4.68,5.77,0.88,120.2828,14.8292,"2023-11-10 12:03:27.198326+08:00","Olongapo"
"2023-11-10 12:03:28+08:00",2.0,198.6,0.1,0.56,60.08,0.48,3.24,8.29,0.87,124.6075,11.0064,"2023-11-10 12:03:29.125758+08:00","Ormoc"
"2023-11-10 12:03:30+08:00",1.0,213.62,0.04,0.32,52.21,0.34,1.99,2.6,2.22,123.8044,8.4858,"2023-11-10 12:03:30.647885+08:00","Oroquieta"
"2023-11-10 12:03:32+08:00",1.0,270.37,0.08,0.85,57.94,0.51,4.68,5.14,1.3,123.8333,8.15,"2023-11-10 12:03:32.891592+08:00","Ozamiz City"
"2023-11-10 12:03:34+08:00",1.0,283.72,0.08,0.61,50.07,0.37,4.61,5.04,1.49,123.43700000000001,7.8257,"2023-11-10 12:03:35.186930+08:00","Pagadian"
"2023-11-10 12:03:37+08:00",2.0,263.69,0.19,1.25,77.25,0.81,3.33,5.22,1.88,121.0833,15.55,"2023-11-10 12:03:37.485359+08:00","Palayan City"
"2023-11-10 12:03:39+08:00",1.0,216.96,0.2,2.68,32.9,0.82,1.92,2.33,0.63,125.6842,7.3081,"2023-11-10 12:03:40.190121+08:00","Panabo"
"2023-11-10 12:03:41+08:00",4.0,1508.71,3.16,42.5,138.76,37.19,55.2,71.55,16.97,121.0175,14.4816,"2023-11-10 12:03:41.838057+08:00","Paranaque City"
"2023-11-10 12:03:43+08:00",4.0,1508.71,3.16,42.5,138.76,37.19,55.2,71.55,16.97,121.065,14.587,"2023-11-10 12:03:43.707916+08:00","Pasig"
"2023-11-10 12:03:45+08:00",1.0,206.95,0.1,0.65,57.22,0.65,3.59,4.09,0.12,118.7333,9.7333,"2023-11-10 12:03:45.988032+08:00","Puerto Princesa City"
"2023-11-10 12:03:48+08:00",2.0,310.42,0.85,5.4,74.39,7.87,3.79,10.12,2.85,121.0333,14.6333,"2023-11-10 12:03:48.328076+08:00","Quezon City"
"2023-11-10 12:03:50+08:00",2.0,270.37,0.07,0.87,65.09,0.25,4.51,5.57,2.15,121.6201,17.1189,"2023-11-10 12:03:50.567064+08:00","Roxas"
"2023-11-10 12:03:52+08:00",2.0,201.94,0.08,0.56,70.1,0.9,4.36,7.43,0.47,123.4242,10.9447,"2023-11-10 12:03:52.578258+08:00","Sagay"
"2023-11-10 12:03:54+08:00",2.0,290.39,0.19,1.54,89.41,2.18,9.21,13.29,2.15,120.5431,14.7678,"2023-11-10 12:03:54.781603+08:00","Samal"
"2023-11-10 12:03:56+08:00",2.0,270.37,0.17,1.1,82.25,0.84,5.92,7.57,2.03,120.8931,15.5448,"2023-11-10 12:03:56.389202+08:00","San Carlos"
"2023-11-10 12:03:58+08:00",3.0,407.22,0.1,1.04,114.44,2.3,27.44,31.56,2.95,120.3166,16.6159,"2023-11-10 12:03:58.453348+08:00","San Fernando"
"2023-11-10 12:04:00+08:00",2.0,211.95,0.05,0.33,60.8,0.17,2.64,4.86,1.2,121.8712,17.8927,"2023-11-10 12:04:00.260515+08:00","San Jose"
"2023-11-10 12:04:01+08:00",2.0,195.27,0.15,0.79,60.8,0.9,1.16,3.47,0.74,121.0453,14.8139,"2023-11-10 12:04:02.088758+08:00","San Jose del Monte"
"2023-11-10 12:04:03+08:00",2.0,253.68,0.05,0.32,65.8,0.26,4.63,5.27,1.54,120.4583,17.7422,"2023-11-10 12:04:03.669600+08:00","San Juan"
"2023-11-10 12:04:05+08:00",2.0,283.72,0.3,1.89,82.97,2.5,6.12,8.75,2.34,120.6197,14.9696,"2023-11-10 12:04:06.090611+08:00","San Pablo"
"2023-11-10 12:04:07+08:00",2.0,350.48,0.12,1.23,72.96,0.36,11.31,13.07,3.26,121.8833,17.2,"2023-11-10 12:04:07.460934+08:00","San Pedro"
"2023-11-10 12:04:09+08:00",2.0,270.37,0.17,1.1,82.25,0.84,5.92,7.57,2.03,120.9378,15.4238,"2023-11-10 12:04:10.012691+08:00","Santa Rosa"
"2023-11-10 12:04:12+08:00",2.0,233.65,0.06,0.35,61.51,0.48,3.18,3.58,1.09,120.4449,17.2939,"2023-11-10 12:04:12.955714+08:00","Santiago"
"2023-11-10 12:04:14+08:00",2.0,280.38,0.1,0.77,65.8,0.25,6.03,7.11,1.46,121.7645,17.3997,"2023-11-10 12:04:15.113846+08:00","Santo Tomas"
"2023-11-10 12:04:16+08:00",2.0,188.59,0.08,0.47,61.51,0.87,2.74,3.8,0.22,122.9667,10.8,"2023-11-10 12:04:17.143819+08:00","Silay City"
"2023-11-10 12:04:18+08:00",2.0,250.34,0.22,2.21,71.53,1.54,7.78,8.61,2.34,122.4042,9.7519,"2023-11-10 12:04:18.588478+08:00","Sipalay"
"2023-11-10 12:04:20+08:00",1.0,178.58,0.08,1.1,52.93,1.04,0.84,1.4,0.11,125.5,9.75,"2023-11-10 12:04:20.433210+08:00","Surigao City"
"2023-11-10 12:04:22+08:00",1.0,203.61,0.1,0.52,50.07,10.85,4.15,5.12,0.21,123.7336,13.3586,"2023-11-10 12:04:22.267119+08:00","Tabaco"
"2023-11-10 12:04:24+08:00",2.0,196.93,0.03,0.18,60.8,0.12,1.36,1.94,0.46,121.4443,17.4189,"2023-11-10 12:04:24.659289+08:00","Tabuk"
"2023-11-10 12:04:26+08:00",1.0,180.24,0.06,0.32,50.07,0.34,1.61,5.99,0.35,125.0,11.25,"2023-11-10 12:04:26.558129+08:00","Tacloban City"
"2023-11-10 12:04:28+08:00",1.0,300.41,0.07,1.24,45.06,0.27,4.56,5.06,1.88,124.6764,6.6925,"2023-11-10 12:04:29.002933+08:00","Tacurong"
"2023-11-10 12:04:30+08:00",3.0,260.35,0.5,3.3,101.57,8.94,7.69,10.62,1.62,120.9337,14.1059,"2023-11-10 12:04:30.539072+08:00","Tagaytay City"
"2023-11-10 12:04:32+08:00",4.0,1508.71,3.16,42.5,138.76,37.19,55.2,71.55,16.97,121.0792,14.5243,"2023-11-10 12:04:32.589851+08:00","Taguig"
"2023-11-10 12:04:35+08:00",2.0,188.59,0.03,0.25,62.94,0.21,1.91,2.76,0.09,122.9226,14.1343,"2023-11-10 12:04:35.317673+08:00","Talisay"
"2023-11-10 12:04:37+08:00",2.0,257.02,0.59,3.47,97.28,8.58,4.93,8.35,1.71,121.1498,14.0863,"2023-11-10 12:04:37.801548+08:00","Tanauan"
"2023-11-10 12:04:39+08:00",1.0,171.9,0.01,0.27,33.26,0.09,0.57,0.85,0.14,126.1986,9.0783,"2023-11-10 12:04:39.384483+08:00","Tandag"
"2023-11-10 12:04:41+08:00",2.0,188.59,0.08,0.47,61.51,0.87,2.74,3.8,0.22,122.9306,10.6339,"2023-11-10 12:04:41.818696+08:00","Tangub"
"2023-11-10 12:04:43+08:00",1.0,186.92,0.07,0.39,55.79,0.53,2.98,3.71,0.89,123.1583,9.5153,"2023-11-10 12:04:43.400662+08:00","Tanjay"
"2023-11-10 12:04:45+08:00",2.0,236.99,0.15,0.85,75.1,0.41,3.49,4.85,1.2,120.5986,15.4889,"2023-11-10 12:04:45.643963+08:00","Tarlac City"
"2023-11-10 12:04:47+08:00",2.0,195.27,0.18,1.09,66.52,1.61,1.62,3.16,0.47,121.5911,14.0289,"2023-11-10 12:04:47.662138+08:00","Tayabas"
"2023-11-10 12:04:48+08:00",2.0,250.34,0.1,1.03,83.69,2.12,9.57,13.99,2.98,123.6333,10.3833,"2023-11-10 12:04:49.149124+08:00","Toledo City"
"2023-11-10 12:04:50+08:00",2.0,283.72,0.09,0.58,68.67,0.31,6.92,8.31,2.19,121.7269,17.6131,"2023-11-10 12:04:50.721582+08:00","Tuguegarao"
"2023-11-10 12:04:51+08:00",2.0,283.72,0.24,1.48,83.69,1.15,9.73,10.9,2.19,120.5711,15.9761,"2023-11-10 12:04:52.108707+08:00","Urdaneta"
"2023-11-10 12:04:53+08:00",2.0,195.27,0.08,0.48,60.8,0.42,2.68,7.36,0.73,124.5725,11.1089,"2023-11-10 12:04:53.549471+08:00","Valencia"
"2023-11-10 12:04:54+08:00",2.0,323.77,0.43,4.5,86.55,6.44,5.44,11.75,3.01,120.9667,14.7,"2023-11-10 12:04:55.083815+08:00","Valenzuela"
"2023-11-10 12:04:57+08:00",1.0,190.26,0.07,0.38,59.37,0.58,2.45,4.07,0.26,123.0778,10.9,"2023-11-10 12:04:57.541064+08:00","Victorias"
"2023-11-10 12:04:59+08:00",2.0,250.34,0.04,0.29,65.09,0.43,4.56,5.74,1.66,120.3869,17.5747,"2023-11-10 12:04:59.444107+08:00","Vigan"
"2023-11-10 12:05:00+08:00",1.0,233.65,0.16,0.79,38.27,0.5,1.55,1.77,0.34,122.0696,6.9135,"2023-11-10 12:05:00.752853+08:00","Zamboanga City"
"2023-11-10 18:00:00+08:00",2.0,270.37,0.0,2.25,66.52,0.84,8.25,9.87,1.85,119.9811,16.1561,"2023-11-10 18:00:01.094775+08:00","Alaminos"
"2023-11-10 18:00:04+08:00",1.0,440.6,0.03,14.91,47.92,5.07,6.49,9.43,4.5,120.5833,15.15,"2023-11-10 18:00:05.529338+08:00","Angeles City"
"2023-11-10 18:00:08+08:00",1.0,260.35,0.01,4.07,45.06,0.83,2.19,3.09,1.93,121.19,15.6181,"2023-11-10 18:00:09.138519+08:00","Antipolo"
"2023-11-10 18:00:12+08:00",1.0,193.6,0.0,0.96,52.93,1.24,1.91,2.21,0.52,123.5085,12.2285,"2023-11-10 18:00:12.964051+08:00","Bacolod"
"2023-11-10 18:00:16+08:00",3.0,607.49,0.0,18.17,115.87,16.69,21.54,45.08,7.22,120.929,14.459000000000001,"2023-11-10 18:00:16.429374+08:00","Bacoor"
"2023-11-10 18:00:19+08:00",1.0,211.95,0.0,1.97,52.21,1.7,2.68,4.42,0.68,122.8333,10.5333,"2023-11-10 18:00:19.362875+08:00","Bago City"
"2023-11-10 18:00:22+08:00",2.0,297.07,0.0,3.21,63.66,1.43,14.2,15.0,1.69,120.5931,16.4164,"2023-11-10 18:00:23.276720+08:00","Baguio"
"2023-11-10 18:00:24+08:00",2.0,213.62,0.0,1.39,65.8,1.12,6.69,8.08,2.19,123.1228,9.5911,"2023-11-10 18:00:25.559047+08:00","Bais"
"2023-11-10 18:00:28+08:00",2.0,317.1,0.01,7.11,69.38,3.58,3.68,10.8,3.23,120.5361,14.6761,"2023-11-10 18:00:29.153764+08:00","Balanga"
"2023-11-10 18:00:31+08:00",1.0,220.3,0.0,0.33,59.37,0.18,2.05,2.54,0.53,120.5649,18.0554,"2023-11-10 18:00:33.956648+08:00","Batac City"
"2023-11-10 18:00:36+08:00",2.0,257.02,0.01,11.14,75.1,8.35,3.73,7.2,1.96,121.05,13.75,"2023-11-10 18:00:36.512549+08:00","Batangas City"
"2023-11-10 18:00:38+08:00",1.0,270.37,0.01,5.91,52.21,1.54,6.19,7.23,5.13,122.8011,9.3636,"2023-11-10 18:00:38.951826+08:00","Bayawan"
"2023-11-10 18:00:40+08:00",2.0,191.93,0.0,0.38,66.52,7.03,3.29,5.77,0.15,123.7135,13.4083,"2023-11-10 18:00:40.728533+08:00","Baybay"
"2023-11-10 18:00:42+08:00",1.0,226.97,0.0,3.17,18.42,0.69,2.27,3.25,0.76,125.7675,8.7561,"2023-11-10 18:00:42.995257+08:00","Bayugan"
"2023-11-10 18:00:44+08:00",1.0,270.37,0.0,8.48,36.12,1.88,2.22,4.82,1.69,125.0336,11.0725,"2023-11-10 18:00:44.976928+08:00","Bislig"
"2023-11-10 18:00:46+08:00",1.0,347.14,0.02,16.45,53.64,19.79,4.92,10.5,3.29,121.0807,14.3427,"2023-11-10 18:00:46.923184+08:00","Biñan"
"2023-11-10 18:00:49+08:00",1.0,185.25,0.0,1.69,41.49,2.33,2.38,3.03,0.05,124.0055,11.0517,"2023-11-10 18:00:49.672148+08:00","Bogo"
"2023-11-10 18:00:51+08:00",1.0,198.6,0.0,2.29,33.62,0.58,1.45,1.98,0.17,125.4319,11.6081,"2023-11-10 18:00:52.027340+08:00","Borongan"
"2023-11-10 18:00:53+08:00",1.0,257.02,0.0,4.11,35.41,1.0,1.61,2.22,1.44,125.5436,8.9492,"2023-11-10 18:00:53.982631+08:00","Butuan"
"2023-11-10 18:00:55+08:00",1.0,220.3,0.0,2.01,38.62,0.63,1.56,2.31,0.81,125.5344,9.1236,"2023-11-10 18:00:55.504614+08:00","Cabadbaran"
"2023-11-10 18:00:56+08:00",1.0,290.39,0.01,5.36,55.08,1.43,2.17,3.4,2.85,120.9667,15.4833,"2023-11-10 18:00:56.820310+08:00","Cabanatuan City"
"2023-11-10 18:00:58+08:00",1.0,347.14,0.02,16.45,53.64,19.79,4.92,10.5,3.29,121.1262,14.2726,"2023-11-10 18:00:58.939328+08:00","Cabuyao"
"2023-11-10 18:01:01+08:00",1.0,178.58,0.0,0.26,53.64,1.04,2.26,3.42,0.0,123.2856,10.9506,"2023-11-10 18:01:01.733159+08:00","Cadiz"
"2023-11-10 18:01:04+08:00",1.0,277.04,0.0,5.4,43.27,1.88,2.82,4.45,1.81,124.6472,8.4822,"2023-11-10 18:01:04.410009+08:00","Cagayan de Oro"
"2023-11-10 18:01:06+08:00",2.0,240.33,0.01,5.74,78.68,5.31,3.1,6.64,1.77,120.8133,13.9324,"2023-11-10 18:01:06.972347+08:00","Calaca"
"2023-11-10 18:01:09+08:00",1.0,347.14,0.02,16.45,53.64,19.79,4.92,10.5,3.29,121.1653,14.2117,"2023-11-10 18:01:09.632825+08:00","Calamba"
"2023-11-10 18:01:12+08:00",2.0,193.6,0.0,2.25,73.67,2.24,1.9,3.95,0.12,121.1803,13.4117,"2023-11-10 18:01:12.452495+08:00","Calapan"
"2023-11-10 18:01:13+08:00",1.0,195.27,0.0,0.65,43.63,5.72,3.01,3.39,0.33,124.6,12.0667,"2023-11-10 18:01:13.896833+08:00","Calbayog City"
"2023-11-10 18:01:16+08:00",1.0,377.18,0.02,13.88,55.79,7.63,3.78,10.03,4.05,120.9667,14.65,"2023-11-10 18:01:16.657654+08:00","Caloocan City"
"2023-11-10 18:01:19+08:00",2.0,317.1,0.0,1.34,77.96,0.62,17.11,18.22,1.44,120.4517,17.1947,"2023-11-10 18:01:19.389559+08:00","Candon"
"2023-11-10 18:01:22+08:00",1.0,360.49,0.0,10.71,41.84,2.44,6.74,8.29,6.84,123.1964,10.3864,"2023-11-10 18:01:22.279188+08:00","Canlaon"
"2023-11-10 18:01:23+08:00",1.0,220.3,0.0,3.34,55.79,3.31,4.1,7.53,2.82,123.6402,10.1061,"2023-11-10 18:01:24.134448+08:00","Carcar"
"2023-11-10 18:01:26+08:00",1.0,347.14,0.02,16.45,53.64,19.79,4.92,10.5,3.29,121.0576,14.3132,"2023-11-10 18:01:26.712002+08:00","Carmona"
"2023-11-10 18:01:28+08:00",1.0,223.64,0.0,1.78,27.18,1.58,1.81,2.37,1.93,124.8861,11.7753,"2023-11-10 18:01:29.238589+08:00","Catbalogan"
"2023-11-10 18:01:30+08:00",2.0,500.68,0.0,9.51,40.77,1.88,17.23,20.65,17.23,121.7725,16.9347,"2023-11-10 18:01:31.208092+08:00","Cauayan"
"2023-11-10 18:01:32+08:00",3.0,607.49,0.0,18.17,115.87,16.69,21.54,45.08,7.22,120.9169,14.4825,"2023-11-10 18:01:32.635891+08:00","Cavite City"
"2023-11-10 18:01:35+08:00",1.0,287.06,0.0,6.08,53.64,3.93,5.59,8.2,3.83,123.8907,10.3167,"2023-11-10 18:01:35.292120+08:00","Cebu City"
"2023-11-10 18:01:37+08:00",1.0,554.09,0.03,19.02,37.19,11.33,6.63,16.71,5.95,121.1,14.6333,"2023-11-10 18:01:37.804184+08:00","City of Marikina"
"2023-11-10 18:01:39+08:00",1.0,193.6,0.0,0.96,52.93,1.24,1.91,2.21,0.52,123.5833,12.3333,"2023-11-10 18:01:39.722604+08:00","City of Masbate"
"2023-11-10 18:01:41+08:00",1.0,260.35,0.01,4.24,34.33,1.97,6.38,7.43,2.19,122.65,11.15,"2023-11-10 18:01:42.104976+08:00","City of Passi"
"2023-11-10 18:01:43+08:00",1.0,216.96,0.0,1.71,57.22,5.78,3.33,4.53,0.75,123.9833,12.9833,"2023-11-10 18:01:44.070100+08:00","City of Sorsogon"
"2023-11-10 18:01:46+08:00",1.0,323.77,0.0,3.38,34.33,0.63,6.55,7.46,3.96,124.2464,7.2236,"2023-11-10 18:01:46.305264+08:00","Cotabato"
"2023-11-10 18:01:48+08:00",1.0,216.96,0.0,0.96,52.93,0.25,1.97,3.27,1.49,121.5047,17.7061,"2023-11-10 18:01:48.477711+08:00","Dagupan"
"2023-11-10 18:01:49+08:00",2.0,198.6,0.0,1.71,65.8,1.58,3.48,5.17,1.19,124.0272,10.5208,"2023-11-10 18:01:50.108035+08:00","Danao"
"2023-11-10 18:01:51+08:00",1.0,287.06,0.0,6.08,53.64,3.93,5.59,8.2,3.83,123.9469,10.2706,"2023-11-10 18:01:51.923405+08:00","Dapitan"
"2023-11-10 18:01:54+08:00",2.0,377.18,0.01,13.2,65.8,14.19,5.22,9.61,3.04,120.9367,14.3294,"2023-11-10 18:01:54.207904+08:00","Dasmariñas"
"2023-11-10 18:01:56+08:00",2.0,767.71,2.12,42.84,2.82,9.3,7.45,9.46,6.71,125.6128,7.0731,"2023-11-10 18:01:56.290489+08:00","Davao"
"2023-11-10 18:01:58+08:00",1.0,240.33,0.0,3.77,32.54,1.03,1.6,2.02,1.09,125.3572,6.7497,"2023-11-10 18:01:58.950742+08:00","Digos"
"2023-11-10 18:02:01+08:00",1.0,181.91,0.0,0.76,57.22,0.32,0.59,1.03,0.2,123.3414,8.5894,"2023-11-10 18:02:01.376191+08:00","Dipolog"
"2023-11-10 18:02:03+08:00",2.0,223.64,0.0,3.04,65.8,1.49,5.7,7.35,1.81,123.3081,9.3103,"2023-11-10 18:02:03.558835+08:00","Dumaguete"
"2023-11-10 18:02:04+08:00",1.0,183.58,0.0,0.58,55.08,0.23,0.84,1.59,0.47,124.5225,8.5631,"2023-11-10 18:02:05.227327+08:00","El Salvador"
"2023-11-10 18:02:07+08:00",1.0,173.57,0.0,0.2,53.64,0.72,1.68,2.91,0.0,123.4992,10.8403,"2023-11-10 18:02:07.417280+08:00","Escalante"
"2023-11-10 18:02:09+08:00",1.0,337.12,0.01,7.54,49.35,1.85,3.24,5.91,4.18,120.9464,15.3072,"2023-11-10 18:02:09.787644+08:00","Gapan"
"2023-11-10 18:02:11+08:00",1.0,390.53,0.0,5.91,23.25,1.19,4.84,5.85,2.88,125.1717,6.1128,"2023-11-10 18:02:11.380113+08:00","General Santos"
